3538	5057	434
2071	3930	434
3948	5596	432
2568	5332	432
1561	4622	432
2880	3878	430
2285	3875	430
1203	1653	430
536	2940	430
4388	4859	428
2413	2632	428
2370	2940	428
2252	5546	428
1364	4518	428
5110	5546	426
832	4704	426
191	3743	426
2855	4390	424
2448	5537	424
1434	4518	424
679	4077	424
832	1225	422
741	1561	422
443	2312	422
341	860	422
1183	3300	420
1132	3854	420
832	4330	420
832	1296	420
298	1399	420
2796	2880	418
2221	3583	418
267	850	418
4077	5546	416
536	3835	416
2954	3930	414
2940	4624	414
1570	3043	414
2104	4859	412
1696	2695	412
1511	3943	412
1236	4169	412
525	2856	412
4859	5546	410
4339	4487	410
3299	5577	410
1594	2413	410
1108	3691	410
4572	5646	408
2293	3930	408
2288	5332	408
121	5057	408
3715	5012	406
2069	2936	406
996	5487	406
2981	4174	404
1502	2731	404
473	3961	404
1890	5205	402
501	2950	402
2326	4169	400
1132	4533	400
4388	5731	398
3390	5338	398
2441	2666	398
1698	3027	398
1207	2471	398
1023	2375	398
791	4875	398
3790	4922	396
3583	5487	396
1111	1314	396
744	1406	396
3034	3930	394
1598	1653	394
817	1111	394
648	3137	394
387	5596	394
4152	5487	392
4118	4886	392
3661	5546	392
3582	5026	392
2288	4886	392
2071	3134	392
2045	3681	392
1647	5487	392
38	3696	392
4537	5147	390
2539	5596	390
1280	2913	390
2785	3665	388
2445	2880	388
1406	3964	388
1379	3988	388
834	2640	388
442	641	388
148	5100	388
5205	5332	386
4265	5537	386
1927	2379	386
1406	3511	386
1108	4859	386
741	5006	386
518	1019	386
444	5487	386
3782	4661	384
3582	3835	384
2746	3072	384
2640	4137	384
835	5537	384
3835	3874	382
3665	5057	382
3390	5345	382
2801	4767	382
2516	5154	382
2163	2774	382
704	1401	382
618	2459	382
420	3236	382
4118	5332	380
2634	3876	380
1446	4624	380
1406	2738	380
972	3775	380
5110	5731	378
2516	3340	378
835	5006	378
679	2252	378
571	3723	378
288	2539	378
4394	5487	376
2413	5380	376
2413	5364	376
1671	2738	376
3782	4395	374
3430	4256	374
2163	3473	374
1641	2576	374
442	5029	374
35	3696	374
2926	5487	372
1807	4151	372
1446	3661	372
892	5487	372
556	4156	372
3681	3692	370
1379	3692	370
1349	4537	370
1296	5100	370
4624	5626	368
1625	2413	368
1411	2882	368
832	3859	368
387	1031	368
2516	4500	366
2516	3262	366
2104	5731	366
1286	2195	366
1194	2516	366
3412	5487	364
1466	4574	364
1372	5597	364
2576	3299	362
2334	2887	362
1890	2288	362
867	2192	362
5303	5487	360
5287	5487	360
3991	5487	360
3835	5110	360
3299	5031	360
2109	5653	360
121	1082	360
64	4630	360
4922	5687	358
3948	5397	358
3874	4859	358
1620	5487	358
1416	1898	358
893	5537	358
4454	5707	356
2147	5487	356
1570	2152	356
1446	2252	356
1108	5731	356
655	4535	356
655	2442	356
655	842	356
370	4537	356
4028	4739	354
3134	4666	354
3072	5130	354
2598	4174	354
1688	4537	354
1286	2979	354
655	5444	354
655	4205	354
655	878	354
414	4922	354
236	655	354
5425	5487	352
4673	5626	352
3587	4788	352
2796	3878	352
1485	2684	352
1053	4450	352
599	2413	352
5299	5487	350
3249	5756	350
267	4293	350
4233	4901	348
1446	4673	348
1255	4718	348
144	3137	348
2254	3546	346
2126	5447	346
1570	3134	346
757	2484	346
54	5209	346
4845	5471	344
3948	4265	344
2413	4066	344
2254	3767	344
1526	5528	344
811	2290	344
618	3395	344
536	5731	344
37	442	344
3561	5100	342
2963	5553	342
2462	5100	342
1108	4388	342
761	3184	342
688	4858	342
64	2568	342
4246	4935	340
3939	4858	340
3043	5537	340
2972	3106	340
2276	4950	340
1253	2312	340
45	3272	340
3599	4334	338
2254	4113	338
2104	4388	338
1414	2254	338
592	3424	338
431	3696	338
5410	5608	336
4616	5537	336
3930	4300	336
2202	3662	336
1446	5731	336
832	1062	336
740	906	336
445	4914	336
233	2254	336
3930	4506	334
3037	5120	334
2940	3874	334
2104	3582	334
1744	3072	334
1406	3819	334
536	4388	334
3400	3677	332
2954	5511	332
2420	2576	332
2254	5660	332
2254	4523	332
1502	2950	332
1111	1207	332
369	1255	332
144	556	332
102	2420	332
3399	4432	330
1883	2205	330
1519	2413	330
757	3704	330
480	5030	330
414	1570	330
3835	5459	328
1992	4339	328
416	3325	328
3272	4487	326
2413	4237	326
2304	2520	326
817	2666	326
2478	5338	324
757	4366	324
581	5537	324
2413	5562	322
2413	2603	322
1357	2413	322
834	2880	322
627	3782	322
480	4576	322
206	1627	322
4660	4955	320
3874	5731	320
3363	3619	320
2880	4137	320
2785	3661	320
1744	3325	320
1401	2995	320
1255	3141	320
468	1782	320
419	757	320
4448	5210	318
4256	4348	318
1072	1493	318
727	3159	318
139	5031	318
133	420	318
121	205	318
3075	4554	316
2806	4293	316
4334	5029	314
3930	5006	314
2940	3835	314
2713	3390	314
1939	4554	314
1800	2995	314
1446	4077	314
1348	3948	314
2731	4802	312
1883	3367	312
1364	4106	312
965	3930	312
503	4695	312
3538	4624	310
1266	5596	310
1078	3037	310
121	4755	310
45	4339	310
3106	5573	308
3037	4838	308
1176	3790	308
581	835	308
325	5004	308
267	3155	308
225	1500	308
205	5057	308
139	2576	308
64	5205	308
3691	5459	306
3425	5439	306
2587	5756	306
2563	3380	306
2478	2713	306
2339	3835	306
2101	3619	306
1907	2954	306
877	4699	306
802	2568	306
704	1800	306
416	3072	306
3677	4179	304
3390	5130	304
2563	3476	304
1379	4112	304
426	5528	304
700	2204	302
505	3492	302
121	776	302
3043	3361	300
2677	4706	300
723	2405	300
267	950	300
3681	4802	298
2989	5593	298
1827	2863	298
1176	3134	298
741	2778	298
566	3495	298
3538	4673	296
3037	4327	296
713	4190	296
225	4242	296
4962	5577	294
2785	3978	294
2727	4165	294
1190	4112	294
546	4695	294
387	4706	294
141	3660	294
4868	5593	292
2940	5626	292
2405	5621	292
2379	5340	292
2339	3691	292
2314	3583	292
2047	3027	292
1150	1561	292
452	543	292
160	2270	292
5057	5269	290
4836	5439	290
3581	4482	290
2227	4537	290
1693	2454	290
1561	4695	290
1176	4496	290
225	587	290
37	3497	290
4914	4925	288
3497	5548	288
3361	3930	288
3359	5487	288
3034	5471	288
3027	5624	288
2972	5573	288
2774	4886	288
1807	2738	288
1627	4090	288
1485	1974	288
1379	1573	288
834	3878	288
473	4135	288
121	4673	288
121	4624	288
4859	5459	286
3874	4388	286
3492	3929	286
2109	4339	286
1561	4049	286
832	5408	286
442	4339	286
3661	4859	284
3492	5114	284
3424	3602	284
3242	4718	284
2104	5110	284
1502	4112	284
626	3930	284
414	5471	284
394	3782	284
387	1539	284
304	757	284
64	2288	284
3930	4666	282
3782	3818	282
2892	3619	282
1992	5653	282
1207	2666	282
1042	5577	282
979	2667	282
878	3696	282
5026	5057	280
3696	4704	280
3696	4330	280
2761	4670	280
2543	5114	280
1296	3696	280
1225	3696	280
802	5205	280
757	2845	280
224	5487	280
64	4118	280
3930	4867	278
3782	4475	278
3665	4624	278
2684	4696	278
2391	4473	278
2161	5104	278
1971	3247	278
1399	2731	278
1190	2731	278
1111	2471	278
1045	4165	278
837	5439	278
834	2796	278
744	2640	278
569	5653	278
5487	5648	276
4578	5439	276
4435	5525	276
4334	4339	276
3978	5057	276
3582	4388	276
3361	4922	276
3360	3782	276
3243	3970	276
2501	3137	276
2413	5701	276
744	3964	276
169	3930	276
125	356	276
38	5100	276
3511	3878	274
3108	4922	274
2774	5332	274
2202	2420	274
2109	5029	274
2028	2413	274
1309	3146	274
109	4706	274
19	148	274
3492	3931	272
927	2863	272
835	3134	272
655	4056	272
298	3692	272
78	668	272
5125	5487	270
5031	5362	270
4265	4300	270
3948	4300	270
3390	5524	270
2936	4987	270
2801	3723	270
2598	2852	270
2293	5537	270
2202	2576	270
2040	3155	270
1992	5029	270
1909	5573	270
1709	5537	270
1466	3681	270
655	4256	270
5459	5731	268
3930	5647	268
2822	3492	268
2719	5100	268
2339	4859	268
2045	4802	268
935	4537	268
347	2516	268
5100	5769	266
4891	5487	266
4112	4574	266
3811	3844	266
2640	2738	266
2400	5596	266
1327	4866	266
995	4741	266
982	3696	266
739	2214	266
655	2589	266
501	4574	266
493	4155	266
3354	3930	264
3272	3497	264
2577	5537	264
2526	3802	264
2413	5534	264
1446	3835	264
1287	4537	264
927	3428	264
851	5471	264
618	3611	264
129	2476	264
3441	4688	262
3334	5487	262
3206	5018	262
3131	3659	262
2778	4898	262
2312	5548	262
1839	4537	262
1624	4181	262
1577	3696	262
1493	2555	262
1330	3696	262
588	1526	262
420	4615	262
165	723	262
92	4217	262
5487	5629	260
5158	5439	260
4922	5447	260
3878	4137	260
3665	4673	260
3527	5439	260
3067	3484	260
2796	4137	260
2539	4922	260
2510	4356	260
2276	3844	260
2104	2940	260
1827	3428	260
1381	1561	260
1255	4144	260
1163	3723	260
1150	5596	260
1023	4767	260
851	4407	260
740	3807	260
655	5602	260
493	1907	260
445	4925	260
346	4491	260
4599	5487	258
3835	5626	258
3802	4496	258
3239	3935	258
1890	2774	258
1827	2029	258
1656	3581	258
1539	3930	258
1108	5110	258
1082	3582	258
957	3930	258
832	878	258
556	648	258
526	1371	258
493	2778	258
424	3930	258
420	4986	258
420	1366	258
68	5402	258
4859	5626	256
3874	5110	256
3160	4087	256
2804	5487	256
2516	5305	256
2179	5487	256
1953	2413	256
1941	3725	256
1612	2413	256
1253	3497	256
1159	5487	256
1108	3582	256
989	3492	256
832	4535	256
832	2442	256
832	842	256
761	2815	256
735	4537	256
704	4250	256
500	5487	256
4671	5006	254
4584	5471	254
4388	5459	254
4165	4962	254
3969	5674	254
3771	5487	254
3473	5332	254
3300	3802	254
3134	4246	254
3023	4518	254
2810	3930	254
2413	5680	254
2191	3930	254
1358	1827	254
760	5537	254
757	3078	254
739	4950	254
566	3276	254
480	3821	254
420	4499	254
414	3043	254
5317	5402	252
3816	4556	252
2863	3428	252
2574	4374	252
2516	5386	252
2156	2516	252
2071	4922	252
1989	2413	252
1988	5752	252
1909	2972	252
1890	3473	252
1872	3424	252
1661	5029	252
1561	4706	252
832	5444	252
832	4205	252
650	3930	252
443	4487	252
380	5487	252
325	2954	252
236	832	252
4662	5219	250
4443	4630	250
4413	5159	250
3930	4567	250
3911	5487	250
3155	4522	250
2339	5731	250
2252	5110	250
2029	2863	250
1907	5596	250
1570	3930	250
1100	5487	250
948	3813	250
225	4320	250
36	4385	250
5196	5487	248
4233	4666	248
3653	3756	248
3501	4256	248
2887	4165	248
2684	5056	248
2526	3930	248
2503	3300	248
2413	3208	248
2413	2529	248
2400	4922	248
1909	3106	248
1539	3361	248
1358	2863	248
677	2420	248
501	2731	248
493	1944	248
387	2934	248
148	2287	248
4789	5487	246
3838	5487	246
3808	5487	246
3298	5487	246
3134	5331	246
2830	3134	246
2543	3931	246
1992	3599	246
1930	3072	246
1539	1561	246
1526	4743	246
1266	3948	246
851	4148	246
751	5487	246
5362	5577	244
5129	5487	244
3350	5487	244
3276	4556	244
2912	3790	244
2408	2413	244
2403	2516	244
1190	3692	244
1188	2413	244
1031	1539	244
850	4293	244
588	3333	244
569	4339	244
429	5134	244
4671	4695	242
4243	5487	242
4147	5737	242
3691	5026	242
3063	5487	242
2780	3519	242
2608	5487	242
2448	5006	242
2445	4137	242
2413	2967	242
2339	4388	242
1485	1871	242
1190	2950	242
930	5487	242
713	2249	242
569	3599	242
228	5487	242
216	1416	242
5417	5573	240
4914	5180	240
4671	5471	240
3930	4142	240
3077	4545	240
2819	4922	240
2428	3366	240
2413	2811	240
2252	4859	240
2127	5487	240
2124	3877	240
1921	2312	240
1570	2778	240
674	5487	240
650	4496	240
493	4306	240
493	992	240
486	3930	240
45	443	240
35	1296	240
4925	5180	238
3930	4977	238
1704	3390	238
1661	3599	238
1099	2379	238
655	2834	238
655	1382	238
655	900	238
305	979	238
57	4718	238
13	655	238
4859	5449	236
4707	5487	236
3167	4148	236
3155	4126	236
3067	4179	236
2575	3497	236
2568	4443	236
2104	5459	236
1839	3583	236
1662	4188	236
1286	3872	236
1286	1807	236
857	4537	236
800	2867	236
655	5246	236
655	4456	236
655	4183	236
655	2813	236
655	1564	236
567	655	236
445	5180	236
424	1944	236
49	78	236
4841	5487	234
3356	5487	234
2270	2517	234
1485	4179	234
1485	3484	234
1465	4739	234
1446	4388	234
442	3272	234
387	3134	234
325	3802	234
288	3948	234
139	4424	234
19	2462	234
3708	5487	232
3373	5487	232
3300	3930	232
2677	3300	232
2380	5537	232
2010	2815	232
1348	3930	232
1253	4487	232
1241	2815	232
1108	5459	232
832	2497	232
783	3930	232
526	5514	232
493	4695	232
442	2575	232
3938	3943	230
3811	4950	230
3786	5030	230
3570	5471	230
3424	5762	230
3330	3390	230
2981	5640	230
2801	2918	230
2731	4227	230
2471	2666	230
2461	4209	230
1827	5733	230
841	1292	230
727	3820	230
425	2413	230
78	2964	230
4645	5159	228
3696	3859	228
2684	5707	228
2334	2420	228
2252	4077	228
2023	3141	228
1921	3497	228
1561	2819	228
1526	1983	228
1485	5383	228
1381	5537	228
1266	3043	228
1065	5046	228
791	4605	228
791	1888	228
387	2819	228
312	4537	228
298	1900	228
235	4413	228
4440	5380	226
4261	4742	226
4077	5110	226
3802	3930	226
3538	3691	226
3424	4490	226
3162	3930	226
2880	3511	226
2577	5006	226
2252	3661	226
2163	3924	226
2152	3930	226
2041	2775	226
1971	5763	226
1522	2247	226
1225	1296	226
1176	1570	226
1031	1150	226
931	4041	226
830	3743	226
812	5695	226
786	2794	226
476	1445	226
162	2355	226
4461	5159	224
3390	4564	224
2863	5733	224
2738	2880	224
2119	5165	224
1979	4833	224
1561	4671	224
1348	2539	224
1266	2539	224
1150	3034	224
1023	4515	224
744	2880	224
741	3167	224
505	5114	224
424	2864	224
129	206	224
4446	5406	222
3948	4671	222
3043	5596	222
2954	3134	222
2869	3930	222
2852	4028	222
2430	5214	222
2383	3424	222
1267	1323	222
1176	4666	222
1150	1539	222
811	3655	222
713	1771	222
518	1694	222
205	4624	222
104	5454	222
54	5166	222
5012	5508	220
4496	4671	220
2684	4298	220
2576	3662	220
2480	5057	220
2287	2462	220
2029	3428	220
1570	4480	220
1502	1900	220
1381	2778	220
1327	1721	220
1050	5360	220
865	1097	220
760	2539	220
536	5459	220
369	3742	220
325	741	220
215	4867	220
4556	4695	218
4077	4859	218
3959	5737	218
3538	3835	218
3528	4922	218
3072	4095	218
2940	4388	218
2918	3723	218
2287	3561	218
2202	2887	218
2109	2575	218
2023	4718	218
1929	3325	218
1784	1835	218
1561	3134	218
1108	2940	218
148	3561	218
4809	5690	216
3484	4809	216
2882	3961	216
2684	3333	216
2371	5754	216
1952	2706	216
1735	5058	216
1696	4065	216
1406	4466	216
1358	3428	216
1358	2029	216
1176	2526	216
1108	2339	216
979	2237	216
770	3424	216
648	4156	216
505	3929	216
160	2107	216
3930	5330	214
3929	5114	214
3106	5417	214
2192	2837	214
1907	3134	214
1709	2778	214
1374	3786	214
757	2387	214
632	1019	214
504	3221	214
493	4049	214
476	2808	214
336	3660	214
132	5690	214
42	1827	214
5626	5731	212
3931	5114	212
3930	5004	212
3662	5031	212
3484	5707	212
3249	4002	212
2375	2668	212
2119	2237	212
2040	2806	212
1653	1662	212
1539	4506	212
1430	4537	212
1109	5069	212
927	3270	212
643	3930	212
588	4454	212
347	5154	212
298	4112	212
4695	5511	210
4624	5269	210
4487	5548	210
4443	5205	210
2934	4706	210
2633	4805	210
2503	3790	210
2104	2339	210
1827	3186	210
1737	1827	210
1710	4537	210
1379	4227	210
850	3155	210
811	4734	210
740	4048	210
536	3978	210
518	1875	210
121	5110	210
110	1438	210
5546	5731	208
4192	4763	208
3812	3930	208
3298	3583	208
3134	5255	208
2940	3916	208
2753	4885	208
1994	3480	208
1939	2038	208
1852	3979	208
1827	2996	208
1641	4424	208
1570	3528	208
1570	1709	208
1561	2152	208
1491	1957	208
1386	5487	208
1086	1988	208
811	1574	208
787	1341	208
518	3764	208
518	1750	208
518	632	208
505	3931	208
347	355	208
4788	5749	206
3930	4049	206
3662	4424	206
3661	4077	206
3583	4707	206
3492	5411	206
3430	4015	206
2119	5509	206
1930	3390	206
1827	1952	206
1570	5331	206
1318	1960	206
1296	5444	206
538	3141	206
493	1709	206
424	493	206
361	4179	206
347	1050	206
325	3043	206
325	651	206
235	4461	206
205	4673	206
45	1253	206
37	4334	206
4666	5331	204
3742	4718	204
3661	5057	204
3520	4397	204
3333	3484	204
2842	4922	204
2533	5360	204
2214	3811	204
2000	3594	204
1928	4922	204
1928	3134	204
1798	3979	204
1709	3134	204
1570	2824	204
1309	5395	204
987	3999	204
835	3820	204
832	4538	204
505	2822	204
501	1190	204
480	4639	204
424	3269	204
420	1954	204
361	3424	204
162	760	204
148	2719	204
121	3835	204
42	2863	204
4388	5626	202
3930	5297	202
3874	5459	202
3484	4154	202
3134	3528	202
2940	3538	202
2863	3186	202
2305	2815	202
2119	5028	202
1539	3043	202
1340	3037	202
1176	5331	202
1150	4961	202
1131	2706	202
695	3858	202
641	4334	202
377	4763	202
341	3619	202
102	2576	202
64	3473	202
4922	5775	200
4665	5320	200
3978	4673	200
3930	4676	200
3582	5459	200
3484	4807	200
3214	5510	200
2972	5417	200
2863	2996	200
2526	4496	200
2400	3790	200
2312	4487	200
2036	5537	200
1737	2863	200
1591	2405	200
1561	1720	200
1031	3162	200
834	4137	200
824	1693	200
538	4718	200
536	2339	200
534	4390	200
493	5471	200
443	3497	200
355	2533	200
325	2106	200
187	3318	200
106	3492	200
5337	5391	198
3929	3931	198
3583	4422	198
3051	3184	198
2779	4496	198
2771	4666	198
2413	4241	198
2029	5733	198
1984	3495	198
1958	3930	198
1952	2863	198
1693	4217	198
1573	2045	198
1406	1626	198
1348	5537	198
1216	4537	198
1150	4671	198
992	4556	198
850	950	198
744	2796	198
556	2501	198
148	1062	198
19	38	198
4922	5603	196
4673	5269	196
4624	5026	196
4256	5769	196
4233	5004	196
3978	4624	196
3930	4073	196
3428	5733	196
3354	5537	196
3283	4959	196
3141	3742	196
2954	5537	196
2796	3511	196
2445	3511	196
1571	3141	196
1561	2448	196
1511	3938	196
1489	5197	196
1188	4440	196
1111	2666	196
812	3769	196
651	2778	196
536	5626	196
505	989	196
347	2533	196
295	491	196
121	4859	196
5449	5546	194
4506	5537	194
3665	3835	194
3538	4859	194
3134	5447	194
2880	3819	194
2822	5114	194
2675	5537	194
2334	2576	194
2023	4144	194
1909	5417	194
1907	4306	194
1662	2525	194
1632	3453	194
1358	5733	194
812	1963	194
811	5510	194
800	1272	194
757	2545	194
464	1900	194
355	5360	194
138	2684	194
36	3083	194
4673	5026	192
4265	5596	192
3782	3951	192
2887	5031	192
2796	3964	192
2518	3484	192
2447	2667	192
2413	4816	192
2339	3582	192
2332	5128	192
2177	2815	192
1974	4807	192
1971	5427	192
1907	3043	192
1561	3108	192
1183	3802	192
1176	5537	192
1143	3930	192
989	5114	192
965	3167	192
851	3962	192
672	3930	192
536	1446	192
