1	476	4
1	697	7
1	752	1
1	1445	1
1	3514	4
1	4146	4
1	4403	1
1	4471	3
1	5063	4
1	5081	2
1	5316	1
1	5351	1
2	303	1
2	757	2
2	1537	1
2	3666	1
2	3793	1
2	3814	1
2	4440	1
3	787	1
3	1595	4
3	1716	1
3	2176	2
3	4425	3
4	744	1
4	1019	3
4	2796	1
4	3365	1
4	3819	1
4	4548	1
4	4611	1
4	5432	1
5	856	1
5	1031	2
5	1266	1
5	1907	1
5	3410	1
5	3528	1
5	4300	1
5	4556	1
5	4922	2
6	575	1
6	627	1
6	2031	1
6	2737	3
6	3980	1
6	5012	1
7	36	3
7	274	2
7	534	4
7	818	2
7	1327	2
7	1721	1
7	2510	1
7	2587	2
7	2855	1
7	3083	1
7	3192	1
7	3249	3
7	4002	1
7	4288	1
7	4356	1
7	4678	1
7	4866	1
7	5068	7
7	5604	1
7	5756	5
8	682	1
8	2082	4
8	2728	1
8	3185	1
8	4477	4
8	4748	1
8	5594	1
9	387	1
9	1150	1
9	3219	1
9	3969	2
9	4292	1
9	4431	4
9	5397	1
10	27	1
10	77	1
10	1594	1
10	2178	1
10	2413	1
10	3069	1
10	3475	1
11	367	1
11	668	1
11	2512	2
11	5176	1
12	92	3
12	1914	1
12	2454	1
12	4217	1
12	4267	1
13	19	1
13	1577	1
13	1807	2
13	2315	1
13	3396	1
13	4418	1
14	801	1
14	1810	1
14	2112	1
14	2275	1
14	2478	1
14	4126	2
14	4522	1
15	4091	1
15	4801	1
16	1571	1
16	3298	1
16	3386	1
16	3583	1
16	3729	1
16	4152	2
16	4303	1
16	4537	1
16	4718	1
16	5526	1
17	1112	4
17	1540	1
17	1727	7
17	2406	1
17	2805	1
17	3171	1
17	3693	1
17	3741	1
17	4530	1
17	4602	1
17	4864	1
17	5079	1
18	1974	4
18	2684	2
18	3400	2
18	4179	2
19	236	1
19	982	1
19	1225	1
19	1330	1
19	1356	1
19	1564	4
19	1577	1
19	1807	13
19	2287	1
19	2720	1
19	3505	1
19	3561	1
19	4418	1
19	4923	1
19	5663	2
20	100	1
20	1103	1
20	1353	4
20	1550	1
20	2033	1
20	2054	1
20	2456	5
20	2552	17
20	3080	4
20	3383	1
20	3648	1
20	3716	7
20	3734	1
20	4160	1
20	4520	1
20	4632	1
20	5161	1
20	5426	1
21	151	1
21	643	4
21	3984	1
21	4033	1
21	4922	1
21	4959	1
22	757	2
22	912	3
22	2413	1
22	4440	1
22	5380	1
23	390	2
23	589	1
23	662	10
23	1347	1
23	2424	1
23	2553	1
23	3353	3
23	3995	1
23	4052	1
23	5728	4
24	25	1
24	796	1
24	2110	1
24	2378	1
24	3834	7
24	4193	1
24	5167	1
24	5267	1
24	5545	7
25	539	1
25	796	1
25	2905	1
25	5545	2
26	2390	7
26	3121	1
26	3372	1
26	3853	2
26	4287	7
26	4447	7
26	5229	1
27	757	1
27	1095	1
27	3069	1
27	4222	1
27	4505	2
28	842	1
28	982	1
28	1577	1
28	2589	1
28	4007	1
28	4538	1
28	4704	1
28	4923	1
28	5102	1
28	5282	1
29	485	1
29	1685	1
30	757	1
30	782	1
30	1188	2
30	2142	1
30	4222	3
31	1516	1
31	4725	1
32	584	7
32	1094	1
32	1291	2
32	1674	2
32	1986	7
32	2816	2
32	2925	4
32	4811	4
33	1188	3
33	2387	1
33	2413	2
33	4440	1
33	5087	1
34	1790	1
34	4170	1
34	4997	1
34	5224	1
35	38	1
35	148	1
35	431	1
35	1225	1
35	1506	1
35	1807	6
35	2287	4
35	2813	1
35	3944	1
35	4205	1
35	5100	1
36	274	2
36	466	1
36	534	2
36	818	1
36	1327	1
36	1721	2
36	2299	1
36	2510	17
36	2587	3
36	2663	1
36	2849	1
36	2855	1
36	3192	1
36	3249	3
36	4288	1
36	4356	2
36	4390	1
36	4866	12
36	5068	7
36	5756	7
36	5759	2
37	443	1
37	641	1
37	807	31
37	1604	1
37	1677	4
37	1921	1
37	1992	1
37	2109	1
37	2312	2
37	2575	24
37	4339	7
37	4487	4
37	4803	1
37	5653	2
38	934	1
38	1356	7
38	1807	7
38	2287	1
38	2813	2
38	4205	1
39	326	1
39	849	1
39	1090	4
39	1695	5
39	2359	1
39	2504	1
39	3956	10
39	4589	1
39	4715	4
39	4794	1
39	5242	1
39	5557	10
39	5661	4
40	439	1
40	1028	1
40	1122	1
40	5275	1
41	414	1
41	1958	3
41	2400	1
41	2882	22
41	2989	4
41	3528	1
41	3641	1
41	3961	4
41	4135	1
41	4261	1
41	4480	7
41	4671	1
41	4856	4
41	4868	1
41	4959	1
42	927	1
42	2706	2
42	3109	2
42	3882	1
42	5540	2
42	5694	8
43	2573	1
43	3710	2
44	772	1
44	1125	2
44	1285	8
44	3290	1
44	4851	1
45	807	7
45	1921	1
45	2575	2
45	4803	1
45	5029	1
45	5653	1
46	352	1
46	956	1
46	2202	1
46	2576	1
46	3435	1
46	4424	1
47	3907	4
47	4686	2
48	3279	1
48	4262	1
